loan_amnt,int_rate,grade,emp_length,home_ownership,annual_inc,age,default,default_amount
10000,7.49,A,6,RENT,125000,26,0,0
12000,,A,6,OWN,112000,30,1,5538
2700,9.91,B,2,RENT,45000,27,0,0
12000,6.62,A,32,MORTGAGE,70800,41,1,6032
22000,11.58,B,6,RENT,85000,31,0,0
9000,6.03,A,8,MORTGAGE,77000,25,0,0
7000,12.53,C,5,MORTGAGE,60000,34,1,3576
5000,7.29,A,29,MORTGAGE,80000,36,0,0
11000,7.51,A,17,RENT,22000,24,1,5560
4000,10.65,B,7,RENT,30996,28,0,0
2000,11.49,B,0,RENT,39996,36,0,0
22250,23.22,G,3,RENT,95000,38,1,9124
12000,7.14,A,18,RENT,49600,25,0,0
3500,13.16,C,8,RENT,48000,25,0,0
1000,6.91,A,9,RENT,40800,22,0,0
9500,14.22,C,4,RENT,70000,44,1,4003
8000,7.51,A,1,RENT,51400,32,0,0
2400,9.62,B,4,RENT,52800,30,1,1192
12000,10.65,B,12,RENT,70000,24,0,0
7000,10.65,B,6,RENT,80400,26,0,0
8400,5.79,A,3,RENT,52000,29,0,0
10000,10,B,12,MORTGAGE,72000,30,0,0
6000,5.99,A,3,MORTGAGE,80000,23,0,0
7200,9.91,B,4,OWN,53000,25,0,0
30000,10.59,B,4,MORTGAGE,275000,31,0,0
9600,14.22,C,0,RENT,120640,26,0,0
6000,,A,16,OWN,52000,23,0,0
12000,5.42,A,1,MORTGAGE,100000,31,0,0
6000,6.54,A,11,MORTGAGE,78200,25,0,0
25000,16.82,E,3,RENT,60000,25,1,12846
28000,5.99,A,3,MORTGAGE,258000,31,1,11745
8000,15.62,D,14,MORTGAGE,40000,38,1,3922
12000,11.49,B,3,MORTGAGE,85500,24,1,5369
20000,11.58,B,3,RENT,168600,23,0,0
5050,12.29,C,5,MORTGAGE,62000,28,1,2436
9600,10.95,B,1,MORTGAGE,154008,25,1,5121
6000,13.48,C,13,MORTGAGE,69500,22,0,0
7000,8.88,B,4,RENT,55000,34,0,0
35000,,D,10,MORTGAGE,87000,24,0,0
8600,19.42,E,18,MORTGAGE,59774,22,1,4339
25000,9.99,B,2,RENT,90000,32,1,15190
12000,15.62,D,10,MORTGAGE,65000,37,1,4528
16000,7.9,A,0,MORTGAGE,110000,27,0,0
8400,12.87,C,9,MORTGAGE,127000,28,0,0
12000,5.42,A,6,MORTGAGE,96000,24,1,6493
10000,10.59,B,16,RENT,72000,23,1,4336
7750,13.87,D,0,RENT,30000,30,0,0
12000,15.21,D,17,MORTGAGE,140000,34,0,0
11000,10.59,B,3,RENT,46000,22,0,0
17000,14.27,C,10,MORTGAGE,74000,34,0,0
15600,11.83,B,8,MORTGAGE,75000,31,0,0
3500,10.99,B,,RENT,27600,25,1,2144
1000,,A,13,OWN,39000,22,0,0
6000,,D,2,RENT,39000,22,1,2976
5800,6.62,A,,RENT,26988,31,1,2287
15000,13.79,C,2,MORTGAGE,79000,25,1,5886
15000,6.17,A,24,MORTGAGE,77237,24,1,7544
4150,7.49,A,14,MORTGAGE,54000,28,0,0
10000,,A,3,MORTGAGE,75600,22,1,4687
3600,13.43,C,3,RENT,50000,22,1,1884
18500,7.66,A,2,RENT,38000,22,0,0
10000,,A,2,MORTGAGE,52000,52,0,0
9600,12.73,C,7,RENT,53000,29,0,0
15000,6.99,A,,OWN,72000,23,1,5496
25000,14.74,D,2,OTHER,600000,42,1,10320
9600,9.99,B,12,MORTGAGE,60000,30,1,5190
14000,,A,2,RENT,115000,35,1,6365
5200,5.42,A,10,MORTGAGE,61200,25,0,0
2000,21.27,G,5,RENT,30000,24,1,866
9800,8.9,A,2,RENT,107000,26,0,0
5000,14.17,C,9,RENT,36000,23,1,1533
2625,11.71,B,11,MORTGAGE,52800,23,0,0
10000,9.99,B,2,RENT,53500,22,0,0
20000,12.21,B,5,MORTGAGE,70000,23,0,0
6000,12.42,B,0,RENT,30000,48,1,3090
12250,12.73,C,13,MORTGAGE,50000,36,1,7382
9000,13.8,C,5,OWN,60000,60,1,4209
6000,10.62,B,2,RENT,32000,25,1,3077
9000,7.51,A,4,RENT,46000,32,0,0
20000,13.06,C,14,RENT,100000,25,0,0
8000,7.49,A,19,MORTGAGE,87000,23,1,2615
2400,13.61,C,6,MORTGAGE,60000,24,1,1422
8850,10.99,B,4,MORTGAGE,120000,35,0,0
7000,7.9,A,2,RENT,42000,31,0,0
2500,12.8,D,0,MORTGAGE,32000,23,1,1483
4000,7.88,A,1,MORTGAGE,43000,22,1,2376
1375,11.11,B,5,MORTGAGE,24000,23,1,636
10000,9.99,B,11,OWN,48000,33,0,0
8500,5.79,A,12,OWN,90000,23,1,2855
8000,7.49,A,3,RENT,57750,23,0,0
6000,12.23,C,31,MORTGAGE,109200,34,0,0
9000,6.03,A,15,MORTGAGE,35352,31,0,0
6600,7.9,A,5,MORTGAGE,47000,26,1,3969
24000,6.17,A,9,MORTGAGE,105000,27,1,13860
5600,7.9,A,37,MORTGAGE,192000,38,0,0
9950,8.49,A,1,RENT,30000,25,0,0
6000,11.86,B,14,RENT,27000,25,1,2419
7750,,B,8,MORTGAGE,29000,37,0,0
6000,8.9,A,3,RENT,41000,24,1,2386
12250,11.49,B,0,RENT,36000,24,0,0
20000,10.99,B,2,MORTGAGE,82000,33,0,0
5000,7.88,A,8,MORTGAGE,48000,22,0,0
12000,,D,8,MORTGAGE,124000,38,1,5508
10000,7.49,A,3,RENT,69228,42,1,5338
6000,11.78,C,4,RENT,42000,28,1,2960
3000,9.63,B,5,MORTGAGE,70000,29,0,0
10000,,A,22,MORTGAGE,81400,29,0,0
4000,9.32,A,2,RENT,48996,27,0,0
4900,15.95,D,4,MORTGAGE,72000,24,0,0
15250,12.98,C,,OWN,36000,28,1,9140
13000,12.73,C,4,RENT,90000,23,0,0
3000,6.76,A,4,MORTGAGE,30000,28,1,1809
3000,17.27,D,,RENT,46000,24,0,0
10000,13.43,C,2,OWN,44000,34,1,5298
24000,11.83,B,29,MORTGAGE,90000,28,1,12191
5000,16.29,D,6,MORTGAGE,85000,33,1,3421
15000,13.49,C,5,MORTGAGE,88140,25,0,0
4800,12.42,B,5,MORTGAGE,69600,35,1,2157
3750,12.99,C,0,RENT,25200,34,1,1769
30000,7.51,A,5,OWN,125000,31,1,14230
10000,7.88,A,5,MORTGAGE,108000,25,1,6013
3800,7.49,A,1,OWN,15523,34,1,1962
20000,15.2,D,3,RENT,71167,23,1,6708
1000,14.65,C,,RENT,11820,23,0,0
10000,8.94,A,1,MORTGAGE,122000,25,1,5024
5000,,A,,MORTGAGE,44400,29,1,2787
15000,10.59,B,4,MORTGAGE,72000,35,0,0
2800,8.49,A,,MORTGAGE,15204,23,1,1240
8000,15.21,D,3,OWN,52000,38,1,4427
2400,8.49,A,3,RENT,22800,31,1,1592
13500,6.17,A,,MORTGAGE,47400,27,0,0
6000,10,B,19,RENT,36000,22,1,2920
6000,17.19,E,2,RENT,50004,27,0,0
4000,16,D,2,RENT,67000,23,1,1756
3000,5.79,A,1,MORTGAGE,71040,26,0,0
4000,13.22,C,0,RENT,42000,22,0,0
6200,,D,1,RENT,52000,22,0,0
7500,8.94,A,8,RENT,34200,28,1,3662
7750,,C,4,RENT,29808,37,1,3582
5000,9.99,B,6,RENT,35000,38,1,2495
8000,12.99,C,10,RENT,48000,22,1,4770
3500,,D,0,RENT,17280,22,0,0
24000,,B,17,MORTGAGE,175000,32,1,9769
7000,7.29,A,5,RENT,80000,35,0,0
15000,10.62,B,18,MORTGAGE,69000,29,0,0
15000,7.51,A,0,MORTGAGE,30000,21,0,0
1000,7.51,A,7,RENT,43000,23,0,0
3600,11.34,C,21,MORTGAGE,55000,25,1,1477
9000,10.65,B,14,MORTGAGE,104000,23,0,0
6000,14.96,D,5,MORTGAGE,50000,40,1,2851
10000,13.06,C,6,MORTGAGE,204000,47,0,0
28000,,A,42,MORTGAGE,200000,23,0,0
16000,17.49,D,2,RENT,95000,31,1,6115
10000,9.91,B,1,RENT,45000,28,1,6805
10400,11.14,B,0,OWN,42000,32,0,0
6000,7.29,A,2,RENT,51000,29,0,0
2500,12.68,C,0,RENT,20640,22,0,0
10000,9.7,B,5,OTHER,108000,24,1,5501
9600,7.49,A,3,RENT,65000,26,1,4621
13000,10.25,B,3,RENT,37000,24,0,0
12000,8.94,A,7,MORTGAGE,35088,27,1,5804
7000,14.91,D,1,RENT,41520,27,1,4075
15025,6.03,A,12,MORTGAGE,49200,30,1,7335
12000,13.85,C,1,MORTGAGE,52000,33,0,0
12250,14.84,D,3,RENT,51600,25,1,5832
13000,11.14,B,2,MORTGAGE,69867,22,1,6521
21600,12.42,B,6,MORTGAGE,88055,29,0,0
9000,11.26,B,29,MORTGAGE,220836,26,0,0
7500,10.25,B,5,RENT,81000,27,1,5598
15000,13.49,C,10,MORTGAGE,72000,38,0,0
8000,11.71,B,9,RENT,50000,29,1,4069
5000,6.99,A,5,RENT,35000,23,0,0
15000,13.49,C,10,RENT,60000,46,1,5982
5000,10.38,B,6,RENT,42996,25,1,3389
1000,7.74,A,6,MORTGAGE,98000,28,1,411
5400,7.14,A,0,RENT,29120,30,1,2870
19700,7.9,A,0,MORTGAGE,78000,28,0,0
25000,15.33,D,33,MORTGAGE,80000,44,0,0
19000,12.21,B,0,MORTGAGE,105000,28,1,12813
7000,9.63,A,14,RENT,48000,26,0,0
2000,13.99,C,2,RENT,27600,23,1,952
5600,11.58,B,3,RENT,63000,34,1,2772
4000,9.91,B,,MORTGAGE,60000,27,0,0
6000,10.39,B,0,MORTGAGE,16800,21,0,0
6000,9.32,A,3,MORTGAGE,52000,25,0,0
5000,11.49,B,3,RENT,65000,22,0,0
10000,16.07,D,4,RENT,32000,22,0,0
3500,11.14,B,3,OWN,45000,27,0,0
12000,6.03,A,0,MORTGAGE,120000,31,0,0
9400,15.62,D,4,MORTGAGE,214200,36,0,0
18000,10.62,B,20,RENT,155000,24,1,12326
3200,,B,3,RENT,44568,22,0,0
2800,17.56,E,3,RENT,46080,31,0,0
2500,14.59,D,0,RENT,96000,27,1,1034
8000,15.99,D,7,RENT,42000,30,0,0
14675,12.69,B,7,MORTGAGE,40000,27,0,0
3500,13.48,C,0,RENT,18000,22,1,2075
10000,5.79,A,3,RENT,30000,24,0,0
25000,10.74,B,7,MORTGAGE,72444,24,1,12786
18000,15.2,D,18,MORTGAGE,150000,22,0,0
12000,10.65,B,0,RENT,62000,28,0,0
10000,11.71,B,4,RENT,66000,32,1,4842
5000,9.01,B,1,RENT,73000,24,0,0
7000,14.46,D,3,RENT,40000,21,0,0
16000,11.26,B,19,OTHER,90000,21,0,0
6000,15.27,C,17,RENT,49000,27,0,0
25000,9.91,B,4,RENT,163000,29,0,0
5000,,A,4,RENT,80000,34,0,0
1500,14.61,D,2,RENT,40000,30,0,0
8000,6.76,A,2,MORTGAGE,64000,32,0,0
2000,19.13,F,0,MORTGAGE,50000,23,1,1510
5000,7.49,A,2,RENT,36100,23,1,2220
8000,,C,0,RENT,38500,34,0,0
7500,,D,0,RENT,35004,21,0,0
20000,,C,4,MORTGAGE,62000,29,1,9494
10000,9.88,B,16,MORTGAGE,70000,36,0,0
8000,,C,1,OWN,30000,47,1,3924
4375,9.63,B,6,OWN,16500,23,0,0
5150,8.88,B,4,MORTGAGE,50000,22,0,0
12000,13.49,C,6,RENT,40000,24,1,5395
8500,11.71,B,6,RENT,74000,22,0,0
24000,10.99,B,4,RENT,78000,27,0,0
5700,12.99,C,2,MORTGAGE,41033,21,1,2614
4800,14.79,C,12,RENT,80000,69,0,0
6000,7.66,A,0,RENT,96500,24,0,0
18000,7.51,A,4,RENT,82500,48,0,0
8000,7.66,A,13,OWN,65000,28,0,0
25000,14.59,D,0,RENT,170004,24,0,0
1400,11.86,B,1,RENT,40044,26,1,834
22750,,D,3,MORTGAGE,60000,22,1,10647
11000,,B,2,RENT,63000,37,0,0
25000,15.21,D,18,RENT,66996,26,0,0
3000,6.76,A,10,OWN,89000,27,1,1610
18000,13.98,C,16,RENT,81000,23,1,7030
13000,9.32,A,4,RENT,90000,35,1,5950
1000,9.63,B,3,OWN,28176,25,0,0
24000,18.3,F,1,RENT,160000,26,1,10465
25000,14.09,D,6,RENT,69000,30,1,13000
14000,6.91,A,3,RENT,150000,50,0,0
3000,13.99,C,4,RENT,90000,34,1,2092
15000,14.96,D,2,RENT,67000,29,0,0
13000,11.26,B,28,MORTGAGE,74004,29,0,0
25000,16.07,D,11,RENT,134000,24,0,0
6500,,C,2,RENT,21600,33,1,4036
6725,11.49,B,13,MORTGAGE,42000,23,1,3309
10000,5.42,A,11,MORTGAGE,96060,23,0,0
7525,11.49,B,3,RENT,50000,26,1,3046
11200,14.27,C,4,RENT,46000,31,0,0
8400,,D,7,MORTGAGE,105924,29,0,0
28000,7.9,A,4,RENT,65000,27,0,0
8000,17.49,D,4,RENT,50000,36,1,3822
3025,10.99,B,23,MORTGAGE,76793,27,1,1913
9000,13.47,C,10,MORTGAGE,119000,32,0,0
5600,7.9,A,3,RENT,32000,22,0,0
4000,11.89,B,2,RENT,29536,37,1,2652
7000,13.49,C,27,MORTGAGE,38000,21,1,2986
5000,10.38,B,,OWN,24000,23,0,0
9000,11.22,C,0,RENT,32400,30,0,0
13600,6.03,A,11,MORTGAGE,104000,22,0,0
12400,7.29,A,24,MORTGAGE,78000,23,0,0
7800,12.41,C,14,MORTGAGE,69000,22,0,0
12000,9.63,A,1,MORTGAGE,65000,28,1,4242
9600,11.97,C,0,RENT,70000,26,1,5871
10000,,A,4,RENT,67202,30,0,0
3000,9.32,A,4,RENT,24000,28,0,0
12000,7.88,A,4,MORTGAGE,200000,29,0,0
9000,12.21,B,4,RENT,75000,28,0,0
7050,8.88,B,0,RENT,80000,35,0,0
20000,,B,4,RENT,85000,25,1,11145
15000,13.85,C,7,RENT,60000,24,0,0
15600,,C,3,MORTGAGE,75000,24,1,10443
3500,11.49,B,31,MORTGAGE,110000,28,1,2162
7000,15.68,E,0,RENT,25200,35,0,0
3000,5.79,A,4,OWN,48000,24,0,0
10000,10.65,B,13,RENT,70000,27,0,0
15000,12.18,B,4,RENT,45400,32,0,0
10000,8.49,A,15,MORTGAGE,72000,28,1,6878
12000,10.37,B,4,RENT,75000,26,0,0
34800,16.77,E,25,RENT,137000,25,0,0
24000,16,D,16,RENT,150000,23,0,0
2000,6.03,A,1,RENT,33000,23,0,0
22000,6.99,A,1,MORTGAGE,68804,28,1,8538
7200,7.49,A,3,OWN,62000,39,0,0
16400,10.99,B,3,RENT,61000,24,0,0
5000,,A,4,MORTGAGE,64500,23,0,0
5000,10.99,B,1,RENT,88000,23,0,0
6000,6.99,A,8,RENT,38000,25,0,0
12000,16,D,2,OTHER,95000,44,1,4446
10000,11.26,B,1,MORTGAGE,34000,25,1,6249
10000,5.42,A,6,MORTGAGE,46450,23,0,0
6600,5.42,A,1,OWN,31200,37,0,0
5750,7.29,A,9,RENT,85000,25,1,2188
1000,10.65,B,0,RENT,12000,25,0,0
6000,9.63,A,0,MORTGAGE,150000,26,0,0
8400,13.48,C,0,RENT,78600,25,1,6307
9600,13.16,C,5,MORTGAGE,35000,28,0,0
3500,11.11,B,,RENT,25000,30,1,1694
20000,14.26,C,14,OWN,180000,25,1,12038
16000,13.11,C,3,RENT,80000,29,1,6684
10000,12.61,C,18,RENT,70800,22,0,0
5125,9.99,B,,OWN,50000,27,1,1943
13000,,B,9,RENT,50400,31,0,0
1600,10.59,B,8,MORTGAGE,36000,31,1,609
6000,11.71,B,2,RENT,37200,21,1,3028
13000,11.89,B,25,MORTGAGE,56030,30,1,8544
3800,6.03,A,12,MORTGAGE,85000,27,0,0
15000,14.61,D,8,MORTGAGE,156000,27,0,0
10000,13.49,C,5,RENT,84000,25,0,0
10000,13.61,C,4,RENT,38004,28,0,0
5000,,B,8,RENT,40000,22,1,2482
7000,7.51,A,0,RENT,24000,31,0,0
5000,7.14,A,4,MORTGAGE,26400,30,0,0
3000,17.58,D,13,MORTGAGE,130000,26,1,1642
2400,12.99,C,0,RENT,48000,24,0,0
8000,9.91,B,4,RENT,47000,21,1,4874
10000,10.99,B,5,MORTGAGE,110000,32,0,0
20000,10.37,B,0,MORTGAGE,260000,29,1,9360
16000,12.8,D,7,RENT,97188,26,0,0
16200,,C,8,MORTGAGE,86400,24,1,7811
25000,11.86,B,16,MORTGAGE,40000,29,0,0
15000,15.57,D,18,RENT,49000,25,0,0
6000,14.59,D,13,RENT,54000,27,1,4731
2500,,F,1,RENT,55000,23,1,1240
14750,12.99,C,6,MORTGAGE,42000,22,0,0
25000,15.37,D,18,MORTGAGE,70900,28,1,13678
9000,10.39,B,8,RENT,36120,21,0,0
10000,6.17,A,13,MORTGAGE,100000,30,1,4195
15000,11.48,B,6,RENT,45600,34,0,0
15000,,A,2,RENT,40000,34,0,0
6000,8.49,A,7,MORTGAGE,144000,30,1,3282
7500,14.84,D,10,OWN,44000,28,0,0
15000,14.26,C,0,MORTGAGE,130000,24,0,0
6000,14.74,D,10,MORTGAGE,100824,25,0,0
3000,,B,15,RENT,105000,32,0,0
20000,12.42,B,7,MORTGAGE,120000,29,0,0
4700,7.14,A,10,MORTGAGE,120000,29,1,2642
3400,6.39,A,11,MORTGAGE,69996,29,0,0
3000,7.68,A,13,RENT,55000,27,0,0
7000,12.42,B,15,RENT,85000,26,0,0
4800,7.49,A,8,RENT,24000,22,0,0
12000,6.54,A,8,RENT,115000,24,1,5208
2400,14.27,C,1,OWN,25000,22,1,1287
7000,10.99,B,15,RENT,45000,25,0,0
15000,13.99,C,6,RENT,60000,24,1,7272
10000,7.88,A,2,RENT,42500,28,0,0
3600,,B,0,RENT,18000,22,0,0
15000,11.99,B,6,MORTGAGE,43000,26,0,0
6900,12.87,C,0,MORTGAGE,39000,27,0,0
7000,7.51,A,,OWN,22800,30,1,3726
10000,16.77,D,16,MORTGAGE,40000,28,1,5346
15000,15.88,E,1,RENT,60000,35,0,0
2500,14.72,C,6,MORTGAGE,60000,34,0,0
4000,15.33,D,2,RENT,53000,27,1,2426
1000,12.84,C,3,RENT,24000,22,0,0
14000,6.92,A,3,OWN,79000,25,0,0
12000,12.42,B,6,MORTGAGE,77000,24,0,0
15000,14.91,D,4,RENT,56000,28,0,0
4800,10.38,B,4,RENT,22884,28,1,2469
15900,13.04,C,17,RENT,72000,29,0,0
10000,,B,3,MORTGAGE,34560,40,0,0
4500,13.49,C,9,RENT,20000,21,0,0
16800,16.4,E,0,MORTGAGE,80000,26,0,0
35000,16.89,D,6,MORTGAGE,77000,22,1,19798
3800,10.65,B,5,MORTGAGE,45000,25,0,0
25000,10.99,B,6,MORTGAGE,75000,24,0,0
10000,7.29,A,8,RENT,45756,23,1,4012
8000,14.26,C,2,RENT,37500,23,1,4746
1000,10.37,B,15,RENT,51298.2,27,0,0
10000,5.99,A,5,MORTGAGE,50004,29,0,0
2400,9.91,B,2,RENT,45000,37,0,0
11000,7.9,A,4,MORTGAGE,80000,26,1,7209
20000,15.65,D,1,MORTGAGE,115000,25,0,0
7000,10.75,B,4,RENT,24000,27,0,0
7600,11.12,B,,RENT,41412,25,0,0
10625,16.4,E,8,MORTGAGE,34560,27,0,0
5000,8.32,A,15,MORTGAGE,30792,31,0,0
3000,12.87,C,0,OWN,12816,25,1,1637
14000,,B,3,MORTGAGE,190000,29,1,7905
3000,11.12,B,2,RENT,37090,28,0,0
16800,6.17,A,2,MORTGAGE,143000,29,1,8300
21250,12.42,B,5,RENT,37000,22,1,10026
16000,10.99,B,19,OWN,98000,34,1,7271
2400,6.99,A,1,MORTGAGE,38400,37,1,1028
10250,12.23,C,1,RENT,75000,29,0,0
5000,14.22,C,3,RENT,60000,22,1,3022
24000,5.99,A,4,MORTGAGE,107000,25,0,0
14000,9.88,B,0,RENT,42000,27,0,0
4000,14.83,D,0,RENT,35000,21,0,0
15000,10.99,B,9,MORTGAGE,120000,47,1,10341
25000,10.65,B,13,MORTGAGE,75000,33,1,18662
16000,10.62,B,16,MORTGAGE,210000,22,1,5959
8000,16.49,D,0,RENT,65004,32,0,0
24000,20.03,G,6,RENT,115872,26,1,13896
10000,11.14,B,2,MORTGAGE,21600,21,0,0
9600,8.49,A,2,RENT,45000,33,0,0
5600,6.03,A,,OWN,41100,24,0,0
12000,14.59,D,4,RENT,53000,26,1,9504
10000,13.49,C,10,RENT,60000,26,0,0
14000,13.49,C,0,RENT,32000,22,1,8230
8400,,A,1,RENT,36000,23,1,3934
8000,9.2,B,1,RENT,35000,22,0,0
20000,11.83,B,2,RENT,98000,22,0,0
6000,11.99,B,2,OWN,19200,33,0,0
10000,7.49,A,1,RENT,84000,23,0,0
6000,10.75,B,7,OWN,51996,22,1,2895
14000,8.9,A,5,RENT,62004,41,0,0
5500,11.99,B,20,RENT,57600,26,1,2890
10000,8.59,A,2,RENT,37000,22,0,0
14525,10.99,B,1,RENT,60000,24,0,0
2500,6.76,A,6,MORTGAGE,29200,24,1,1470
8000,15.95,D,4,OWN,70000,24,0,0
6800,8.49,A,3,RENT,27800,22,0,0
7925,15.27,C,4,RENT,30000,23,1,4871
7000,10.59,B,0,MORTGAGE,110000,23,1,2683
6000,7.14,A,18,RENT,20000,24,0,0
3000,12.42,B,8,RENT,41000,26,1,1361
8000,5.79,A,0,MORTGAGE,87000,22,0,0
4000,,B,0,RENT,18000,24,0,0
18000,7.51,A,19,MORTGAGE,95004,25,0,0
16000,13.06,C,16,MORTGAGE,106800,24,0,0
12000,7.88,A,13,RENT,100000,30,0,0
15000,7.88,A,18,MORTGAGE,100000,25,0,0
10000,7.51,A,2,MORTGAGE,94800,84,0,0
12000,12.49,D,9,OWN,75000,23,0,0
5000,5.42,A,1,MORTGAGE,26004,22,0,0
16750,,C,5,MORTGAGE,48000,25,0,0
13500,9.91,B,2,MORTGAGE,36000,30,0,0
14000,7.91,A,2,MORTGAGE,320000,33,0,0
9600,,B,0,MORTGAGE,78000,29,0,0
7800,8.88,B,8,RENT,28000,29,0,0
20000,7.88,A,15,MORTGAGE,225000,28,0,0
12000,13.47,C,12,MORTGAGE,315000,26,1,4916
15000,10.38,B,10,MORTGAGE,75000,23,0,0
8000,12.21,B,7,MORTGAGE,75000,22,1,4251
24000,11.49,B,3,RENT,90000,30,0,0
8000,9.83,B,3,MORTGAGE,36000,24,0,0
10000,8.07,A,6,MORTGAGE,150000,28,0,0
9000,7.51,A,1,RENT,50000,33,1,4593
6250,13.49,C,5,MORTGAGE,86000,36,1,3173
10750,10.75,B,5,MORTGAGE,38196,28,1,4780
6250,7.68,A,3,MORTGAGE,43000,39,0,0
12000,12.99,C,1,RENT,79500,23,1,4975
15000,10.25,B,5,MORTGAGE,110000,24,1,8604
10000,7.29,A,8,MORTGAGE,70000,22,1,4496
12000,20.17,G,7,MORTGAGE,75000,34,0,0
6800,6.91,A,1,MORTGAGE,44000,30,1,5131
10000,7.51,A,2,RENT,80000,22,1,5911
4000,7.29,A,14,MORTGAGE,91000,35,0,0
10000,15.33,D,4,RENT,37800,23,0,0
7500,,C,19,MORTGAGE,69654.78,26,0,0
6250,15.99,D,3,RENT,27000,22,0,0
4800,,B,0,RENT,30000,23,0,0
1800,11.71,B,25,RENT,49000,30,0,0
4200,14.26,C,18,RENT,61512,27,1,2536
16000,6.03,A,13,MORTGAGE,90000,22,1,7861
4000,7.9,A,9,MORTGAGE,39000,28,1,2067
5000,,A,,RENT,15000,31,1,3305
5500,13.49,C,7,MORTGAGE,85000,25,1,2362
21000,,C,3,RENT,97000,26,0,0
10000,10.37,B,0,RENT,80000,25,0,0
6500,8.49,A,0,RENT,30000,33,0,0
9600,5.99,A,9,MORTGAGE,35360,22,0,0
10000,12.73,C,2,RENT,21000,22,0,0
20000,13.04,C,8,OWN,203500,24,0,0
15000,,C,0,MORTGAGE,175000,26,0,0
15000,12.18,B,5,RENT,49000,25,0,0
7000,12.61,C,2,RENT,75000,32,1,4447
3600,9.63,B,3,RENT,60000,28,1,1952
5000,6.62,A,33,MORTGAGE,54000,26,0,0
5000,12.69,B,5,OWN,112732,33,0,0
12000,12.53,C,2,OWN,36000,23,1,5423
7500,5.79,A,3,OWN,20000,22,0,0
7500,7.05,A,0,OWN,48000,25,1,4396
10000,8.9,A,3,RENT,30000,28,0,0
10500,7.51,A,,MORTGAGE,70000,23,1,7016
15000,13.85,C,12,MORTGAGE,135000,31,1,6866
2000,9.91,B,,RENT,25000,25,1,1246
5000,13.11,C,4,RENT,27264,22,0,0
2000,11.14,B,2,RENT,42000,36,0,0
5000,,D,0,RENT,24996,21,1,2220
6000,7.66,A,0,RENT,40000,25,0,0
17475,7.51,A,0,RENT,58000,22,0,0
7000,12.49,D,0,RENT,23000,25,0,0
12000,9.99,B,39,RENT,72000,23,1,5284
5000,7.49,A,2,OWN,48600,23,1,2680
6000,7.68,A,8,MORTGAGE,66000,30,1,2883
12000,13.48,C,6,MORTGAGE,60000,22,1,5964
10000,6.54,A,16,OWN,1200000,36,0,0
12000,11.11,B,11,MORTGAGE,87360,34,0,0
7500,15.05,D,1,MORTGAGE,234600,35,0,0
25000,12.73,C,14,MORTGAGE,119000,30,0,0
25000,13.85,C,9,MORTGAGE,275000,31,0,0
12300,8.49,A,3,RENT,70000,29,0,0
21600,,B,17,OWN,138000,25,0,0
8000,6.17,A,2,RENT,40000,24,0,0
20000,11.48,B,4,RENT,70000,27,1,10874
8500,7.51,A,2,OWN,25000,40,1,3933
9250,11.12,B,6,MORTGAGE,42000,24,0,0
10000,7.14,A,5,MORTGAGE,150000,23,1,4262
8000,5.99,A,15,MORTGAGE,120000,27,1,4581
4350,6.03,A,,RENT,30000,22,0,0
6000,5.79,A,2,MORTGAGE,62500,24,1,2536
7500,11.49,B,1,RENT,68000,23,0,0
16800,12.61,C,39,MORTGAGE,60000,28,0,0
35000,18.25,D,,RENT,162000,31,1,15656
9000,17.58,D,16,RENT,30000,25,0,0
4000,5.79,A,9,RENT,56000,31,0,0
11000,8.94,A,9,RENT,43000,24,0,0
25000,,D,1,MORTGAGE,110000,22,1,10720
5500,10.36,B,5,RENT,24000,28,1,2789
4000,9.32,A,3,RENT,98000,26,0,0
9000,,D,16,RENT,33600,22,1,5653
6000,8.49,A,7,MORTGAGE,100000,22,0,0
25000,19.41,F,7,RENT,72136,44,1,14126
18000,,A,2,MORTGAGE,150000,27,0,0
5000,10.59,B,0,RENT,90000,24,1,3229
15000,6.91,A,5,RENT,75000,27,0,0
2500,14.59,D,8,RENT,54996,26,1,1217
6000,10.08,B,1,RENT,48000,40,1,2602
10000,13.72,C,3,RENT,113000,26,0,0
10000,7.49,A,20,MORTGAGE,68000,22,0,0
1900,7.29,A,3,RENT,26500,22,1,1077
10000,6.03,A,17,MORTGAGE,60000,24,0,0
5000,12.69,B,2,RENT,60400,30,0,0
10000,12.69,B,2,RENT,35000,27,1,3815
10000,,B,9,MORTGAGE,72000,43,0,0
5000,14.59,D,3,RENT,27600,38,0,0
7000,10.59,B,2,RENT,52000,25,0,0
15000,11.49,B,28,OWN,45000,29,1,7097
14000,14.96,D,1,RENT,71700,24,1,5099
9600,8.59,A,0,OWN,27600,22,1,4995
9000,11.34,C,2,RENT,18500,23,1,3756
12000,7.51,A,16,MORTGAGE,70000,25,1,5158
25000,13.8,C,24,MORTGAGE,59000,22,1,10433
6000,11.49,B,2,MORTGAGE,42000,26,1,4619
12000,6.91,A,5,MORTGAGE,80004,28,0,0
18000,18.79,E,0,RENT,90000,31,0,0
6000,13.47,C,6,RENT,21996,23,0,0
4800,9.25,B,1,RENT,27880,26,0,0
1600,10.83,B,3,RENT,29124,23,0,0
3600,11.71,B,2,OWN,20988,33,1,1707
14000,10.74,B,18,MORTGAGE,120000,24,0,0
7000,6.91,A,3,RENT,60000,22,1,2811
