loan_amnt,int_rate,grade,emp_length,home_ownership,annual_inc,age
4500,14.84,D,2,RENT,40068,24
10000,13.57,C,19,OWN,55000,25
12500,7.49,A,6,OWN,61450,38
12000,5.99,A,,RENT,35100,32
12000,12.99,C,9,MORTGAGE,165500,22
3000,14.22,C,4,OWN,50000,30
10000,10.36,B,7,RENT,45600,24
3000,5.42,A,0,RENT,43500,22
3000,15.21,D,7,RENT,70000,24
8000,,C,7,RENT,135000,46
12000,11.99,B,34,MORTGAGE,54000,29
7000,14.11,D,4,RENT,230000,35
3500,10.28,C,0,RENT,20000,25
10000,13.79,C,6,RENT,60000,22
3000,13.22,C,2,RENT,25000,28
4200,14.22,C,6,RENT,63000,25
10000,7.51,A,5,OWN,43000,38
3000,5.42,A,0,RENT,25000,28
2500,13.16,C,0,RENT,36000,22
5500,10.99,B,1,RENT,57000,25
1300,5.79,A,8,MORTGAGE,70000,27
8900,6.17,A,0,RENT,80000,30
24000,,A,6,RENT,66000,23
20000,12.84,C,5,MORTGAGE,87988.32,27
3000,15.33,D,0,RENT,25000,35
8000,6.62,A,4,RENT,50000,23
6000,12.53,C,8,RENT,45000,23
12250,11.49,B,0,RENT,36000,24
12000,10,B,24,RENT,50004,22
11500,13.48,C,2,RENT,39600,37
10000,6.62,A,1,MORTGAGE,75000,40
10000,8.94,A,0,MORTGAGE,65000,29
7500,11.14,B,12,RENT,178008,37
7200,9.63,A,2,OTHER,68000,36
10000,6.03,A,3,RENT,102000,30
4000,14.65,C,11,RENT,45000,37
4000,10.25,B,2,RENT,16800,22
4000,7.88,A,0,RENT,35000,33
6000,7.88,A,5,MORTGAGE,36000,25
25000,,D,3,MORTGAGE,80000,23
3500,6.03,A,20,MORTGAGE,70000,23
35000,16.49,D,3,MORTGAGE,177632,44
8675,7.51,A,3,MORTGAGE,42000,24
1800,13.48,C,6,OWN,45600,22
6000,6.17,A,3,RENT,39184,28
9000,7.49,A,7,MORTGAGE,36000,37
18000,10.39,B,1,RENT,80000,27
6000,15.23,C,2,MORTGAGE,70000,24
7500,13.48,C,4,MORTGAGE,32400,31
6700,,B,18,MORTGAGE,46000,34
9600,13.61,C,4,OWN,85000,23
9600,16.77,D,5,RENT,45000,22
15000,8.49,A,4,MORTGAGE,78000,23
5000,6.99,A,9,OWN,68000,43
4500,6.39,A,14,MORTGAGE,85100,25
4500,7.74,A,2,RENT,44004,26
5000,12.53,C,0,OWN,30000,31
25000,10.75,B,3,MORTGAGE,100000,25
12000,5.79,A,13,MORTGAGE,66000,22
10000,9.99,B,4,RENT,120000,21
3000,10.74,B,1,RENT,40000,24
16000,10,B,1,RENT,30000,27
2500,12.53,C,7,RENT,20000,31
6250,12.53,C,3,MORTGAGE,120000,29
9500,,A,10,RENT,70000,33
5000,8.59,A,9,MORTGAGE,59520,28
3000,11.71,B,5,RENT,46000,43
12000,8.49,A,7,OWN,50000,26
4750,13.11,C,7,MORTGAGE,85000,32
4200,,A,7,MORTGAGE,60000,30
8000,9.99,B,2,MORTGAGE,38000,22
2200,,C,0,RENT,12000,21
10000,5.79,A,11,OWN,24000,29
6000,16.29,D,5,RENT,39564,42
5000,12.18,B,2,RENT,43900,22
9000,13.47,C,10,MORTGAGE,119000,32
4200,10.59,B,0,MORTGAGE,59500,24
5400,7.14,A,0,RENT,29120,30
3200,8.49,A,1,RENT,55000,26
5600,9.63,B,4,RENT,54000,22
13250,17.58,D,7,RENT,35000,31
20000,14.25,E,0,RENT,48000,37
6000,11.36,B,2,RENT,60000,32
15000,,D,8,RENT,90000,26
17000,10.37,B,3,RENT,114000,25
5300,7.66,A,1,RENT,47000,21
7000,13.61,C,1,RENT,33000,23
10000,6.92,A,12,MORTGAGE,185000,24
3600,6.99,A,5,RENT,55000,33
10000,14.74,D,2,MORTGAGE,73524,30
15000,17.27,D,,OWN,57000,38
25000,,B,4,MORTGAGE,86000,23
6000,7.51,A,6,MORTGAGE,75000,33
25000,18.62,F,4,MORTGAGE,71007,28
12000,13.16,C,1,RENT,71000,29
18900,,B,19,MORTGAGE,85800,21
8000,9.25,B,0,RENT,42000,24
2500,12.8,D,0,MORTGAGE,32000,23
12000,8.88,B,0,RENT,87000,24
20000,13.85,C,0,MORTGAGE,120000,26
11000,15.33,D,3,RENT,47500,28
5000,11.86,B,17,MORTGAGE,78000,27
5000,,A,5,MORTGAGE,54000,36
9000,10.99,B,5,RENT,51000,31
5000,5.79,A,0,MORTGAGE,86400,28
7000,6.91,A,5,RENT,36000,35
10000,8,A,13,MORTGAGE,55000,22
17500,12.53,B,3,RENT,37232,21
5250,7.66,A,3,RENT,24000,23
6000,10.74,B,3,RENT,55000,28
15000,8.94,A,9,RENT,102000,44
14000,11.89,B,1,MORTGAGE,108000,23
4800,8.9,A,8,MORTGAGE,70000,45
5000,9.99,B,7,RENT,68000,22
12000,10.25,B,0,RENT,31000,22
19750,21.21,G,0,MORTGAGE,125000,23
14000,7.51,A,5,RENT,36000,34
7500,8.32,A,9,MORTGAGE,70000,24
12800,18.67,F,8,RENT,80000,27
1500,12.42,B,9,MORTGAGE,60000,24
11000,16.29,D,3,RENT,52000,26
3500,9.32,A,0,RENT,19200,35
2800,14.65,C,,RENT,30000,26
10000,10.99,B,1,MORTGAGE,72000,27
5000,11.86,B,3,RENT,54996,26
10000,14.59,D,9,MORTGAGE,62920,22
2000,6.39,A,,OWN,16000,23
16750,10.62,B,13,MORTGAGE,48000,47
18000,15.65,D,9,MORTGAGE,65000,29
10000,9.99,B,0,RENT,100000,32
15900,13.22,C,12,MORTGAGE,69000,25
5000,10.65,B,1,OWN,44475,24
14000,10.25,B,2,MORTGAGE,101004,21
2800,9.32,A,6,RENT,25000,33
8000,5.79,A,1,MORTGAGE,61000,22
4000,17.49,D,1,MORTGAGE,49000,24
7200,13.22,C,1,RENT,40000,27
6000,,B,18,MORTGAGE,71000,21
16750,13.98,C,20,RENT,39672,34
3200,15.62,D,3,RENT,42000,35
25000,10.62,B,21,MORTGAGE,80000,26
6000,,B,16,RENT,36000,25
8050,12.98,C,2,RENT,40000,48
9500,16.77,D,2,MORTGAGE,46000,31
1000,13.98,C,0,RENT,34800,25
24250,15.65,D,10,RENT,88066,37
4800,7.9,A,2,RENT,55200,25
4000,,A,0,OWN,29120,27
10400,14.96,D,2,MORTGAGE,84000,31
6000,8.32,A,0,RENT,40000,22
6500,14.27,C,4,MORTGAGE,30000,25
14000,12.99,C,1,MORTGAGE,116004,23
2950,16.49,D,2,RENT,19200,41
2400,5.42,A,2,MORTGAGE,27840,27
25000,10.99,B,7,MORTGAGE,87000,24
1000,13.57,C,0,RENT,12000,22
2325,6.99,A,4,MORTGAGE,50000,37
4000,,D,3,MORTGAGE,52200,40
20000,12.18,B,7,RENT,75000,30
25000,20.03,G,11,MORTGAGE,77652.96,28
1600,16.29,D,8,RENT,30000,25
6500,7.14,A,9,MORTGAGE,67260,26
6000,11.66,C,0,RENT,39996,23
5000,11.36,B,8,RENT,74500,26
9800,16.32,E,1,MORTGAGE,50000,22
10950,,A,13,MORTGAGE,48000,30
20000,14.84,D,3,MORTGAGE,120000,69
9600,7.88,A,3,MORTGAGE,35004,24
12000,10.37,B,0,RENT,42000,42
13200,12.99,C,1,MORTGAGE,95000,31
5000,6.03,A,2,MORTGAGE,72000,25
3350,6.76,A,13,OWN,53000,24
9800,15.7,D,7,RENT,90000,23
3000,8.94,A,2,OWN,20000,24
2450,7.9,A,0,RENT,24000,22
7300,,A,20,MORTGAGE,42000,28
8000,13.04,C,7,MORTGAGE,46500,31
8000,11.71,B,8,RENT,85000,28
5000,,D,2,RENT,48000,21
5000,13.98,C,0,RENT,48504,29
8325,6.99,A,2,MORTGAGE,106369,35
11000,11.71,B,1,MORTGAGE,29232,24
20000,15.27,C,16,RENT,85000,33
15125,10.36,B,4,RENT,82308,24
20000,8.88,B,10,RENT,40000,25
7200,,B,9,RENT,74076,31
13000,9.63,A,2,MORTGAGE,56000,37
15000,12.87,C,2,MORTGAGE,87000,23
9000,15.99,D,2,RENT,41500,23
10000,14.11,D,0,RENT,72500,22
5850,11.12,B,1,RENT,46000,34
10000,11.36,B,7,MORTGAGE,50004,35
7000,7.51,A,5,RENT,38000,26
14700,9.63,A,2,OTHER,82000,24
20000,11.14,B,0,MORTGAGE,120000,31
24000,9.88,B,18,MORTGAGE,81000,22
6000,7.88,A,7,MORTGAGE,68000,24
12000,9.76,B,1,MORTGAGE,94800,23
4000,13.61,C,2,RENT,36000,25
3000,15.05,D,6,MORTGAGE,50000,38
4000,9.25,B,4,MORTGAGE,26000,22
6000,5.42,A,7,MORTGAGE,65000,24
5200,5.42,A,8,MORTGAGE,48000,32
14000,7.88,A,4,RENT,46800,24
6000,8.49,A,12,RENT,51600,27
2500,6.39,A,18,OWN,33600,24
25000,6.99,A,18,MORTGAGE,69000,25
10000,12.42,B,4,RENT,45000,29
4000,11.49,B,1,RENT,32000,25
10000,10.71,B,0,MORTGAGE,200000,32
15000,14.96,D,10,RENT,90000,30
5000,15.62,D,4,MORTGAGE,54000,22
2000,7.12,A,11,MORTGAGE,118000,25
2000,7.29,A,11,RENT,30000,33
15000,,A,2,RENT,122000,36
11000,8.07,A,11,RENT,62000,44
10000,9.88,B,3,MORTGAGE,54000,23
15000,13.24,D,21,RENT,69400,24
26800,,E,13,MORTGAGE,82000,42
24000,10.25,B,2,RENT,80000,24
6000,17.58,F,2,RENT,48000,39
10000,7.88,A,9,MORTGAGE,65000,22
5000,6.03,A,6,MORTGAGE,40000,22
10000,6.99,A,4,MORTGAGE,65000,29
12000,12.42,B,2,RENT,83000,31
1500,11.49,B,4,RENT,24000,23
7000,8.59,A,7,RENT,56000,24
20000,12.21,B,6,MORTGAGE,65000,41
3000,,A,5,MORTGAGE,50000,38
9950,12.99,C,7,RENT,30784,33
10000,,A,6,MORTGAGE,92040,26
23200,15.96,C,,MORTGAGE,67692,30
9750,18.25,D,,RENT,25000,28
8000,5.99,A,2,RENT,43200,22
15000,13.98,C,6,MORTGAGE,228000,26
12000,13.35,C,0,RENT,52000,28
20000,13.61,C,11,MORTGAGE,56655,25
6600,11.11,B,3,RENT,48000,23
15000,10.37,B,32,RENT,80000,29
7500,10.39,B,2,RENT,42000,28
12000,14.46,D,14,RENT,92004,24
8800,11.71,B,3,RENT,42000,27
8600,6.03,A,7,MORTGAGE,53724,23
6000,7.74,A,6,MORTGAGE,90000,25
5000,8.94,A,2,MORTGAGE,92700,23
15000,7.88,A,5,MORTGAGE,145000,40
4700,6.92,A,0,MORTGAGE,145596,23
1000,7.68,A,1,RENT,36000,22
6000,10.99,B,3,RENT,41000,23
5200,13.49,C,0,RENT,24000,22
15000,13.49,C,5,OWN,55000,23
7200,15.27,C,4,RENT,54990,25
12000,5.42,A,7,MORTGAGE,74700,24
10000,12.53,B,3,RENT,21600,33
6000,6.62,A,3,MORTGAGE,76800,22
5000,8.9,A,17,MORTGAGE,100000,27
15000,9.63,A,0,MORTGAGE,57552,37
2000,9.91,B,,RENT,25000,25
14000,,B,13,RENT,101644,37
6600,8.59,A,0,RENT,35000,26
3000,11.99,B,3,MORTGAGE,50496,24
16000,16.77,D,19,MORTGAGE,144000,27
6000,12.22,C,2,OTHER,92000,22
4800,11.86,B,4,RENT,72000,26
12000,12.69,B,2,MORTGAGE,65000,24
12000,10.99,B,2,RENT,39600,25
8575,15.62,D,2,RENT,32000,25
8500,5.42,A,4,RENT,44000,22
4000,11.36,B,0,RENT,22000,24
15000,16.4,E,1,RENT,36000,29
5000,14.27,C,10,OWN,115000,23
4500,13.92,C,3,RENT,30000,30
8000,5.42,A,,MORTGAGE,108000,26
16000,10.37,B,1,RENT,64800,22
15000,11.71,B,7,RENT,74000,37
6000,11.99,B,2,RENT,65000,23
10000,7.88,A,22,MORTGAGE,74000,22
21000,12.69,B,9,MORTGAGE,200000,23
24000,,A,18,MORTGAGE,112548,27
20000,11.11,B,14,RENT,44000,25
20000,11.89,B,1,MORTGAGE,48100,27
1000,14.27,C,5,MORTGAGE,82000,26
3250,12.42,B,0,RENT,16000,24
18000,16.82,E,,OWN,72000,25
16750,14.35,C,0,MORTGAGE,84996,23
7000,8.49,A,14,RENT,46000,25
12000,,A,4,MORTGAGE,40000,33
6000,8,A,1,OWN,27000,27
16000,,B,1,RENT,75000,26
8000,11.11,B,9,RENT,39860,22
7500,11.97,C,0,OTHER,19200,26
10500,12.09,C,0,MORTGAGE,74500,46
12000,15.76,F,13,MORTGAGE,100000,35
10000,13.06,C,0,RENT,35000,33
4000,9.63,B,3,RENT,28704,24
2400,16,E,0,RENT,4800,24
3975,12.17,D,10,RENT,27000,29
4750,10,B,5,RENT,14000,27
12250,14.59,D,2,RENT,30000,21
2500,16.49,D,,MORTGAGE,70000,21
13000,10.99,B,1,RENT,47000,27
10000,6.54,A,8,RENT,98004,27
9000,10.65,B,17,RENT,45000,23
3500,7.68,A,4,RENT,17004,28
12000,12.18,B,8,RENT,110000,30
20000,14.79,C,4,MORTGAGE,120602.4,34
4500,6.76,A,0,RENT,43500,25
7500,10.25,B,3,MORTGAGE,61000,26
14400,5.42,A,0,MORTGAGE,135000,28
3600,15.99,D,0,RENT,21112,27
5500,6.92,A,2,RENT,38400,24
7200,7.9,A,12,RENT,37200,24
9000,11.86,B,19,MORTGAGE,73000,25
15000,6.03,A,,RENT,84000,23
7175,7.9,A,4,RENT,60000,37
1000,8.9,A,,RENT,12480,29
5000,7.88,A,9,MORTGAGE,60000,24
4000,9.62,B,,MORTGAGE,27000,23
28000,8.49,A,15,MORTGAGE,132652.8,24
10000,13.72,C,2,MORTGAGE,80496,29
5000,11.14,B,1,OTHER,70000,29
4400,5.99,A,15,MORTGAGE,63000,27
2500,13.49,C,4,RENT,27200,26
25000,12.18,B,14,MORTGAGE,708000,39
19750,13.92,C,14,RENT,37440,38
4000,,A,0,MORTGAGE,103240,23
6000,12.73,C,4,RENT,40000,27
12000,10.38,B,15,OWN,49536,27
2500,8.49,A,1,MORTGAGE,84996,31
9000,7.66,A,3,MORTGAGE,86400,23
2800,7.66,A,2,OWN,37000,29
2500,10.37,B,4,RENT,31200,26
9800,,A,10,MORTGAGE,75000,28
20000,16.95,E,0,MORTGAGE,150000,49
7600,6.03,A,41,MORTGAGE,70920,28
14000,14.72,C,5,OWN,45500,23
7500,13.22,C,2,RENT,101000,31
1500,11.36,B,2,RENT,89004,36
15000,11.36,B,3,OWN,152229.36,26
8500,13.98,C,3,RENT,30000,25
1600,13.57,C,2,OWN,12360,24
5400,6.03,A,5,MORTGAGE,42000,22
8000,7.49,A,8,MORTGAGE,94700,27
5500,13.49,C,1,MORTGAGE,70000,27
4000,16.32,E,8,MORTGAGE,97000,23
18000,12.98,C,2,RENT,250000,24
5000,,A,1,RENT,35000,29
8000,7.74,A,8,RENT,28000,23
7000,15.95,D,17,RENT,61392,42
10000,,B,0,RENT,85000,33
3000,17.56,E,3,RENT,44000,42
2000,10.74,B,7,OWN,42900,22
1800,12.53,C,2,RENT,33048,29
8000,15.65,D,0,RENT,46000,27
4000,7.29,A,1,MORTGAGE,58000,22
8000,9.32,A,1,MORTGAGE,36000,21
12000,9.63,B,8,MORTGAGE,105000,28
9000,13.47,C,8,MORTGAGE,34174,23
16000,14.09,D,4,MORTGAGE,89000,49
10000,13.43,C,2,MORTGAGE,91092,23
12800,,B,6,MORTGAGE,70000,30
3000,7.51,A,39,MORTGAGE,58951,21
8500,7.14,A,14,MORTGAGE,74880,21
15000,9.76,B,2,MORTGAGE,114000,24
5000,7.51,A,5,RENT,62400,25
21000,12.36,D,0,MORTGAGE,48000,31
12000,13.16,C,1,RENT,43000,25
15000,,A,0,RENT,106800,29
7000,6.03,A,16,MORTGAGE,80000,26
8000,9.63,A,0,RENT,70004,29
4000,11.12,B,1,RENT,51000,40
10000,13.23,C,,RENT,24000,27
1000,9.91,B,36,OWN,50000,22
1000,9.99,B,13,MORTGAGE,75000,25
4800,13.23,C,2,RENT,54000,30
6700,6.03,A,11,MORTGAGE,135000,26
8000,13.23,C,3,MORTGAGE,73000,24
12000,11.83,B,19,RENT,80000,26
10000,12.21,B,17,RENT,82650,23
20000,13.99,C,0,MORTGAGE,52000,22
12000,10.74,B,2,MORTGAGE,110000,26
4000,13.98,C,14,OWN,60000,27
7500,12.42,B,1,MORTGAGE,40000,24
7500,10.01,B,0,RENT,40000,32
3000,7.29,A,2,RENT,38748,25
12000,6.62,A,1,MORTGAGE,93000,25
6200,8.59,A,1,RENT,60000,31
15000,14.42,D,1,RENT,93000,31
6400,11.34,C,0,MORTGAGE,52000,22
35000,13.49,C,10,MORTGAGE,381450,41
9200,6.03,A,2,RENT,82000,25
15000,10,B,45,MORTGAGE,110000,28
4400,16.89,D,6,OWN,65000,24
10000,8.94,A,1,OWN,38000,34
6000,,A,0,RENT,18996,21
4500,7.88,A,0,RENT,14400,22
20000,16.32,E,13,MORTGAGE,90996,24
3000,11.11,B,6,RENT,43000,22
3600,7.14,A,4,MORTGAGE,46800,22
1000,13.49,C,4,RENT,75000,27
10000,7.49,A,3,RENT,30000,23
9800,7.29,A,5,RENT,28000,26
15000,10.62,B,3,MORTGAGE,30000,26
22000,17.74,E,12,MORTGAGE,64800,50
25000,10.36,B,14,MORTGAGE,140000,24
4800,9.64,B,6,MORTGAGE,60000,43
7000,14.91,D,2,RENT,46000,29
4000,13.49,C,1,RENT,40000,32
6400,10.99,B,4,RENT,20000,21
8000,,B,12,MORTGAGE,64000,24
30000,9.99,B,11,MORTGAGE,150000,23
3000,11.78,C,3,RENT,68000,21
12000,,B,3,MORTGAGE,101004,27
15000,7.88,A,6,RENT,38000,22
5000,6.17,A,7,MORTGAGE,65004,29
9600,11.14,B,6,RENT,80000,32
20500,16.82,E,11,RENT,58200,28
15000,6.54,A,4,MORTGAGE,80000,27
9200,7.49,A,3,RENT,40000,41
7000,7.9,A,11,RENT,48226,25
28000,7.49,A,5,MORTGAGE,400000,31
3200,7.49,A,7,RENT,42500,22
3500,11.66,C,0,RENT,54263,28
4000,6.39,A,15,OWN,60000,25
7750,6.62,A,3,MORTGAGE,70000,24
15000,11.86,B,3,RENT,90000,24
3200,7.51,A,0,MORTGAGE,50000,37
8000,11.49,B,14,MORTGAGE,65004,33
5300,6.62,A,3,RENT,65000,22
6000,13.57,C,0,RENT,57996,35
3825,,D,,RENT,14400,24
6000,10.28,C,0,MORTGAGE,87300,26
9000,8,A,4,MORTGAGE,81804,33
9250,10.75,B,2,OWN,27996,23
4200,5.99,A,1,MORTGAGE,63096,26
5000,9.99,B,5,RENT,90000,24
14000,11.14,B,3,RENT,42900,28
17000,16.89,D,4,MORTGAGE,75996,30
25000,10.99,B,5,MORTGAGE,120000,36
22500,14.96,D,2,RENT,52500,28
20050,17.58,D,7,RENT,67500,27
35000,10.59,B,6,MORTGAGE,110000,30
14500,11.26,B,7,RENT,80004,37
13450,12.61,D,4,RENT,35000,23
2700,10.59,B,19,OWN,80000,25
6000,8.63,A,0,RENT,39000,28
7000,11.99,B,1,RENT,48000,33
6000,6.03,A,23,RENT,20400,28
20000,,D,12,MORTGAGE,104000,28
5000,10.59,B,11,MORTGAGE,58560,25
12000,15.95,D,3,RENT,80000,27
16000,,A,7,MORTGAGE,180000,27
9000,11.34,C,7,RENT,100000,25
15000,,B,6,RENT,36000,25
15000,10.38,B,11,RENT,70000,21
3000,5.79,A,0,RENT,30000,23
25000,10.08,B,1,MORTGAGE,95000,31
4000,12.21,B,6,RENT,60000,22
8000,13.99,C,10,RENT,58000,24
3500,10.99,B,5,RENT,35500.2,23
25000,10.37,B,,MORTGAGE,210000,44
5000,15.13,E,4,RENT,56016,23
8000,14.96,D,2,RENT,38000,40
7200,,A,4,RENT,94000,33
9600,12.99,C,8,MORTGAGE,60000,24
18000,5.79,A,17,MORTGAGE,75000,22
1000,13.06,C,2,RENT,38000,24
10000,7.74,A,23,MORTGAGE,85000,32
2400,9.62,B,3,RENT,42000,32
6500,11.11,B,0,RENT,60000,40
10400,14.84,D,2,RENT,38400,22
6000,7.9,A,19,RENT,34000,38
8000,10,B,6,RENT,68120,27
25000,10.74,B,13,RENT,54000,30
3600,8,A,1,MORTGAGE,35004,21
7800,10.99,B,4,OWN,120000,34
10000,7.51,A,0,RENT,31000,23
6300,12.29,C,0,MORTGAGE,44004,22
7000,11.26,B,11,MORTGAGE,59147,27
16000,19.91,E,2,RENT,45000,24
4000,13.61,C,0,RENT,35600,31
3000,11.71,B,7,MORTGAGE,49152,25
7000,9.99,B,2,RENT,43000,26
11500,7.14,A,6,MORTGAGE,52000,27
15600,,B,7,RENT,48000,36
5000,8,A,4,MORTGAGE,90000,24
10000,13.22,C,3,RENT,36000,21
12000,7.88,A,2,MORTGAGE,32000,29
7000,17.04,E,0,RENT,40000,24
2500,11.71,B,17,MORTGAGE,48000,23
3000,,C,14,MORTGAGE,63755,29
10000,14.27,C,21,RENT,55000,27
12450,16.32,E,2,RENT,42996,25
15000,7.49,A,19,MORTGAGE,250000,26
2500,11.71,B,0,RENT,24000,23
23275,12.42,B,19,MORTGAGE,60000,25
16500,16.77,D,8,MORTGAGE,75000,31
7500,,C,6,RENT,51000,22
10000,12.61,D,2,RENT,52000,23
8000,15.23,C,24,MORTGAGE,75000,24
20000,,B,23,MORTGAGE,200000,24
17000,7.88,A,1,MORTGAGE,58000,52
25000,15.31,D,1,MORTGAGE,123917.64,26
12000,6.91,A,7,MORTGAGE,45000,27
3400,8.49,A,2,RENT,80004,23
10000,7.51,A,6,MORTGAGE,30000,32
4000,10.37,B,4,MORTGAGE,154000,34
6000,6.03,A,6,RENT,31000,21
25000,9.62,B,2,RENT,102000,30
2000,9.99,B,5,RENT,47340,29
6250,13.72,C,3,RENT,24000,25
2500,15.05,D,5,RENT,72000,47
10750,7.51,A,2,MORTGAGE,72000,35
1500,10.65,B,,MORTGAGE,70632,33
15000,9.88,B,9,MORTGAGE,67000,29
2000,9.91,B,1,MORTGAGE,231252,27
3200,6.99,A,6,MORTGAGE,48000,25
18000,16.45,E,9,RENT,70200,25
10000,13.48,C,2,RENT,70000,28
11000,8.94,A,3,OWN,30016.32,31
11200,10.99,B,4,MORTGAGE,44000,24
12000,10.65,B,12,MORTGAGE,120000,29
3000,,A,2,RENT,76000,29
1800,14.11,D,5,RENT,45000,26
14000,7.51,A,5,MORTGAGE,69000,29
10000,7.14,A,19,MORTGAGE,67000,29
7800,15.62,D,2,RENT,55000,24
7500,12.92,D,3,RENT,59000,25
10000,5.42,A,13,MORTGAGE,115000,36
14000,13.16,C,0,RENT,52000,37
35000,8.49,A,3,MORTGAGE,122880,27
12800,8.9,A,8,RENT,38500,23
2000,7.66,A,12,RENT,48192,27
6500,10.37,B,6,RENT,30000,37
15000,15.27,C,1,RENT,30000,22
10000,6.03,A,,OWN,50000,34
20000,13.48,C,3,RENT,55000,27
11000,12.68,C,3,RENT,39500,22
13200,14.91,D,0,RENT,60000,26
2250,10.38,B,4,RENT,42000,26
4800,13.92,C,7,RENT,56000,30
16000,13.23,C,1,RENT,30000,23
6800,11.49,B,1,RENT,55000,23
25000,9.91,B,,MORTGAGE,110000,23
3600,12.42,B,6,RENT,45000,27
10000,14.74,D,9,OWN,46000,21
3000,7.66,A,14,MORTGAGE,52000,24
16000,14.5,E,11,MORTGAGE,95827,28
1200,12.53,B,0,RENT,15600,28
4000,8.94,A,9,MORTGAGE,49000,22
10000,15.31,D,3,MORTGAGE,40000,24
3600,10.59,B,0,RENT,40000,24
4000,,B,6,RENT,32535,23
18000,11.83,B,6,RENT,116004,26
7000,6.92,A,0,RENT,25000,28
6500,16.35,E,0,RENT,21840,27
10000,,C,3,RENT,55500,26
11300,,B,9,MORTGAGE,52000,24
7875,10.65,B,4,MORTGAGE,55680,24
24500,11.83,B,10,OWN,150000,41
8000,7.66,A,5,RENT,40560,24
33250,13.06,C,3,MORTGAGE,130000,30
8000,6.03,A,5,MORTGAGE,41000,26
2300,7.4,A,4,RENT,36400,26
5000,,B,4,OWN,30000,27
10000,12.69,B,1,RENT,157500,23
2500,13.49,C,2,MORTGAGE,54000,29
34800,16.77,E,25,RENT,137000,25
25000,19.74,F,3,MORTGAGE,75000,24
4750,9.32,A,0,RENT,17000,35
4000,10.99,B,2,MORTGAGE,98004,33
9000,12.69,B,7,RENT,33000,21
1800,16.02,D,9,RENT,50960,23
5000,8.9,A,,RENT,32400,29
9000,11.14,B,8,MORTGAGE,40000,21
6600,,B,3,RENT,39000,22
24800,12.53,B,8,MORTGAGE,87000,32
4200,11.71,B,6,MORTGAGE,107004,32
7500,12.61,D,2,RENT,80004,25
6000,15.58,D,2,RENT,35000,30
6000,10.25,B,2,RENT,62000,21
14000,10.38,B,2,MORTGAGE,43900,27
10800,16.77,D,6,RENT,63000,21
6500,11.78,C,16,MORTGAGE,91200,24
4500,12.87,C,8,OTHER,140004,25
4650,10.28,C,14,MORTGAGE,45600,22
2000,7.29,A,0,RENT,44000,30
2400,5.99,A,4,RENT,95000,24
4600,7.88,A,30,RENT,60000,28
10000,10.99,B,2,MORTGAGE,76000,27
10000,,A,2,MORTGAGE,62000,23
2500,9.99,B,4,MORTGAGE,100000,47
35000,,A,8,MORTGAGE,85000,24
10000,8.59,A,4,OWN,87000,22
12000,13.85,C,24,MORTGAGE,52000,24
30000,8.49,A,10,MORTGAGE,96636,28
7000,7.49,A,6,MORTGAGE,73000,22
3000,8.59,A,0,MORTGAGE,114440,46
4200,9.99,B,30,OWN,50988,25
7500,6.54,A,14,RENT,59000,23
13200,7.29,A,3,RENT,72000,24
16000,11.71,B,7,RENT,47000,29
15000,13.22,C,4,RENT,35000,29
7000,10.38,B,2,RENT,22500,22
7000,12.61,C,2,MORTGAGE,68000,43
17500,6.54,A,10,RENT,60000,26
4500,11.12,B,8,MORTGAGE,58200,28
5300,8.38,A,7,MORTGAGE,74000,42
12000,8.9,A,7,RENT,80000,30
10500,7.51,A,3,RENT,29000,40
15000,18.62,F,2,RENT,58000,40
3600,10,B,4,RENT,33000,25
3200,,B,0,RENT,56000,29
8000,18.09,F,2,RENT,44760,35
2000,12.42,B,7,RENT,30225,28
10000,7.51,A,5,RENT,100000,24
4200,13.49,C,1,RENT,43000,37
1500,13.11,C,1,MORTGAGE,50004,29
7200,11.11,B,,OWN,35000,26
15000,14.79,C,1,OWN,66000,22
7000,5.99,A,7,RENT,27600,21
6400,13.48,C,4,OWN,58000,23
7000,,B,3,RENT,32400,39
20000,12.18,B,3,RENT,66996,22
20000,10.25,B,7,MORTGAGE,66000,22
4000,11.12,B,21,RENT,80000,22
13000,10.99,B,1,RENT,64000,32
4500,5.99,A,0,RENT,43738,25
15500,9.25,B,2,MORTGAGE,168000,31
13000,11.83,B,5,RENT,39000,22
3000,9.99,B,16,MORTGAGE,72000,30
6000,13.49,C,11,MORTGAGE,140000,23
20000,11.83,B,1,MORTGAGE,84000,29
4400,10.59,B,1,MORTGAGE,55000,23
6375,5.99,A,6,MORTGAGE,75000,26
12000,10.38,B,3,MORTGAGE,75000,31
15000,13.47,C,0,RENT,68000,41
2000,15.62,D,0,RENT,48000,32
10800,7.49,A,2,RENT,119000,39
15000,15.99,D,5,OWN,80000,35
7500,12.84,C,7,RENT,55000,28
1400,14.84,D,8,MORTGAGE,36000,22
6000,7.49,A,6,OWN,30000,22
15000,,C,28,OWN,43600,23
8000,10.83,B,0,MORTGAGE,41000,35
10450,7.51,A,2,RENT,55500,34
10800,8,A,0,MORTGAGE,135000,22
8000,8.49,A,2,RENT,20400,32
1700,11.12,B,3,RENT,18000,29
5300,5.42,A,13,MORTGAGE,50205,23
5000,,A,5,MORTGAGE,80000,26
12000,6.03,A,16,MORTGAGE,99000,24
15000,7.9,A,0,RENT,62000,28
6600,11.49,B,11,MORTGAGE,66000,25
